account_id,customer_age,home_state,monthly_income,account_age_days,typical_amount,customer_segment
ACC-02405,47,BA,2435.92,505,66.15,Alta renda
ACC-02406,21,RJ,3091.09,4472,164.68,Varejo
ACC-02407,25,RJ,3331.24,141,271.28,Digital
ACC-02408,57,SP,4213.78,43,194.34,Alta renda
ACC-02409,54,BA,3571.07,1255,467.14,Alta renda
ACC-02410,70,RJ,7400.24,1466,1079.35,Varejo
ACC-02411,63,RS,19005.85,2359,1538.56,Varejo
ACC-02412,29,SP,6136.51,1257,802.69,Digital
ACC-02413,37,SP,4908.94,728,677.8,Digital
ACC-02414,30,GO,1999.03,4020,199.63,Varejo
ACC-02415,76,DF,2668.91,3972,399.27,Digital
ACC-02416,22,RJ,1265.2,87,183.04,Varejo
ACC-02417,69,GO,5210.46,1660,195.46,Alta renda
ACC-02418,25,MG,1458.66,4864,148.54,Varejo
ACC-02419,74,GO,5932.93,2150,893.68,Varejo
ACC-02420,31,BA,2336.16,1107,293.23,Varejo
ACC-02421,67,DF,4819.28,3895,251.46,Varejo
ACC-02422,39,MG,5356.05,2654,594.66,Empresarial
ACC-02423,38,GO,1123.7,2563,88.23,Varejo
ACC-02424,39,SP,2282.68,433,138.25,Varejo
ACC-02425,34,BA,4828.03,164,611.2,Digital
ACC-02426,23,MG,5222.07,723,246.88,Alta renda
ACC-02427,33,BA,6432.38,4965,784.62,Varejo
ACC-02428,65,RS,3064.23,1414,251.22,Varejo
ACC-02429,75,SP,3603.68,666,330.12,Digital
ACC-02430,43,RS,12210.0,3495,682.27,Digital
ACC-02431,67,RJ,4356.94,1642,362.06,Varejo
ACC-02432,54,SP,6532.21,205,1036.54,Empresarial
ACC-02433,40,GO,3225.73,619,364.06,Digital
ACC-02434,42,DF,1439.42,3886,207.93,Varejo
ACC-02435,41,SP,5183.24,1835,735.56,Digital
ACC-02436,42,SP,5456.56,2179,663.46,Varejo
ACC-02437,54,SP,7065.46,162,289.14,Digital
ACC-02438,26,PR,2133.4,2200,267.03,Varejo
ACC-02439,33,RJ,2417.97,4049,208.3,Varejo
ACC-02440,44,RJ,939.66,2073,124.34,Digital
ACC-02441,59,SP,5511.04,2227,535.88,Alta renda
ACC-02442,45,SP,6494.15,209,255.8,Varejo
ACC-02443,36,DF,2473.15,3029,212.69,Empresarial
ACC-02444,36,RJ,2874.08,2330,125.0,Digital
ACC-02445,33,SC,3328.28,2357,433.16,Alta renda
ACC-02446,51,PR,10761.25,4641,940.12,Varejo
ACC-02447,76,GO,6901.83,3430,1022.49,Digital
ACC-02448,21,SP,8030.7,3284,362.08,Digital
ACC-02449,19,SP,3478.4,4588,268.52,Digital
ACC-02450,61,BA,2866.85,2814,134.54,Alta renda
ACC-02451,22,SP,7829.59,4658,283.98,Alta renda
ACC-02452,25,SP,1302.86,3020,68.14,Varejo
ACC-02453,30,MG,5341.06,613,154.98,Varejo
ACC-02454,46,MG,1644.65,1870,88.5,Empresarial
ACC-02455,52,SP,6375.76,4112,652.0,Empresarial
ACC-02456,35,PR,5324.1,590,452.0,Varejo
ACC-02457,66,BA,2147.65,127,61.18,Digital
ACC-02458,46,SP,4410.87,3312,212.74,Digital
ACC-02459,41,BA,1831.08,2310,54.19,Digital
ACC-02460,24,BA,1934.55,846,232.23,Varejo
ACC-02461,29,RS,2959.39,268,183.48,Empresarial
ACC-02462,61,RS,2329.93,4437,319.83,Varejo
ACC-02463,28,SP,7263.47,4132,562.79,Varejo
ACC-02464,25,DF,14830.57,4347,1720.58,Digital
ACC-02465,19,DF,3829.31,4093,447.96,Varejo
ACC-02466,60,RJ,3807.52,449,504.6,Digital
ACC-02467,37,MG,6197.12,3200,632.25,Varejo
ACC-02468,40,BA,3099.47,739,223.72,Varejo
ACC-02469,39,SC,5109.68,735,178.06,Alta renda
ACC-02470,27,RS,1121.7,3809,35.35,Varejo
ACC-02471,41,SP,2424.01,797,226.96,Alta renda
ACC-02472,18,SP,1395.79,4067,195.2,Varejo
ACC-02473,45,PE,1097.26,4727,63.88,Empresarial
ACC-02474,40,SP,7046.59,4812,975.63,Digital
ACC-02475,77,SP,3120.41,4030,225.8,Alta renda
ACC-02476,61,MG,10522.93,3760,1642.93,Varejo
ACC-02477,50,RJ,10095.6,4827,1410.62,Varejo
ACC-02478,45,SC,3641.28,2343,136.83,Varejo
ACC-02479,77,SP,2893.73,1270,330.49,Empresarial
ACC-02480,37,BA,2321.75,1637,342.27,Empresarial
ACC-02481,43,BA,776.15,1269,52.39,Varejo
ACC-02482,63,SP,2679.39,741,253.94,Alta renda
ACC-02483,24,MG,3172.1,1540,425.41,Empresarial
ACC-02484,28,PE,2446.69,1354,245.29,Varejo
ACC-02485,39,MG,2015.16,3724,263.07,Digital
ACC-02486,72,SP,3579.62,4026,156.89,Varejo
ACC-02487,63,MG,2977.02,3474,445.89,Varejo
ACC-02488,23,BA,4134.87,4808,172.67,Alta renda
ACC-02489,18,SP,1992.21,422,133.41,Varejo
ACC-02490,60,PR,12837.54,2920,1515.12,Varejo
ACC-02491,44,SC,5374.79,4438,384.9,Empresarial
ACC-02492,54,RS,3404.11,1725,510.05,Alta renda
ACC-02493,59,SP,2272.39,3602,155.02,Varejo
ACC-02494,36,SP,2014.33,469,124.71,Varejo
ACC-02495,55,MG,6304.93,4144,845.11,Varejo
ACC-02496,61,MG,2894.26,3866,337.16,Varejo
ACC-02497,53,SP,3899.71,3220,248.68,Varejo
ACC-02498,50,MG,4938.21,461,164.72,Varejo
ACC-02499,21,SP,2653.3,151,214.45,Alta renda
ACC-02500,66,SP,4457.45,1439,321.82,Varejo
